0|50|0.5625|5,0,1,3,0,2,3,5,6|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|3,0,2,0,0,4,3,1,1|-977.9323464968453|0.99
1|50|0.7109375|3,0,0,0,0,0,3,2,3|0.3203125|1,0,6,3,0,1,3,4,7|0.7109375|3,0,1,0,0,0,3,2,3|-1055.595476539186|0.99
2|50|0.5625|1,0,7,5,0,1,1,2,5|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|5,0,3,4,0,1,0,3,0|-476.36564922731617|0.99
3|50|0.6953125|1,0,1,5,0,2,2,2,3|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|5,0,0,0,0,1,1,1,1|-137.11124212689953|0.99
4|50|0.7109375|1,0,0,3,0,1,3,6,4|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|0,0,0,0,0,4,2,4,0|-615.408327343036|0.99
5|50|0.5625|1,0,3,4,0,2,2,3,6|0.3203125|1,0,6,3,0,1,3,4,7|0.3125|5,0,0,2,0,0,2,7,6|-1001.9971052712932|0.99
6|50|0.6640625|5,0,7,2,0,2,2,0,4|0.3203125|1,0,6,3,0,1,3,4,7|0.5|5,0,8,0,0,2,3,0,4|-119.58777901794106|0.99
7|50|0.6953125|4,0,0,3,0,5,2,0,3|0.3203125|1,0,6,3,0,1,3,4,7|0.5078125|0,0,2,2,0,2,3,1,5|-104.88144754914059|0.99
8|50|0.671875|3,0,0,2,0,0,2,4,4|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|3,0,0,1,0,5,0,8,1|-1034.474324114831|0.99
9|50|0.703125|2,0,3,2,0,0,3,4,4|0.3203125|1,0,6,3,0,1,3,4,7|0.703125|5,0,3,2,0,0,3,4,4|28.360361621977617|0.99
10|50|0.703125|5,0,3,4,0,5,3,3,4|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|4,0,3,1,0,6,2,7,0|-122.1299593006554|0.99
11|50|0.671875|0,0,4,5,0,4,2,1,3|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,0,0,5,0,1,2|-127.05164803745413|0.99
12|50|0.6953125|2,0,4,3,0,4,2,3,3|0.3203125|1,0,6,3,0,1,3,4,7|0.5|2,0,1,4,0,4,2,1,3|-59.53912094687184|0.99
13|50|0.703125|5,0,2,5,0,3,1,1,3|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|4,0,8,1,0,0,1,2,0|-586.1658066146473|0.99
14|50|0.75|0,0,0,1,0,4,2,1,4|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,0,1,0,3,2,5,0|-47.66316719717492|0.99
15|50|0.5625|0,0,2,2,0,1,2,1,6|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|3,0,0,2,0,2,2,1,1|-425.0400690347635|0.99
16|3|0.390625|1,0,6,3,0,1,3,1,5|0.3203125|1,0,6,3,0,1,3,4,7|0.390625|1,0,6,3,0,1,3,1,5|6.1875|0.99
17|31|0.609375|2,0,0,4,0,0,3,2,5|0.3203125|1,0,6,3,0,1,3,4,7|0.515625|2,0,3,4,0,0,3,1,5|-34.79182622902566|0.99
18|50|0.703125|2,0,0,3,0,1,3,3,3|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|5,0,7,2,0,7,3,5,7|-1687.5248361727815|0.99
19|10|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|0,0,1,3,0,2,3,1,7|19.21875|0.99
20|8|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,0,3,0,6,3,1,2|15.375|0.99
21|6|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,0,3,0,6,3,7,2|11.53125|0.99
22|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.99
23|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.99
24|7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,1,4,0,0,3,1,7|13.453125|0.99
25|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.99
26|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
27|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
28|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
29|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
