30|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
31|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
32|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
33|3|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,2|5.765625|0.75
34|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
35|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
36|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
37|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
38|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
39|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
40|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
41|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
42|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
43|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
44|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
45|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
46|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
47|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
48|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
49|2|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,4,7|0.3203125|1,0,6,3,0,1,3,1,7|3.84375|0.75
